smiles,pka_values,functional_groups,mapping,pka_matrix
CC(O)Cc1ccccn1,[5.48],"[{'type': 'Pyridine', 'indices': [9]}]","{'5.48': {'type': 'Pyridine', 'indices': [9]}}","[(9, 5.48)]"
NCCCCCc1cccnc1,"[5.61, 10.34]","[{'type': 'Pyridine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.61': {'type': 'Pyridine', 'indices': [10]}, '10.34': {'type': 'PrimaryAmine', 'indices': [0]}}","[(10, 5.61), (0, 10.34)]"
COCCCN(CC(O)=O)CC(O)=O,"[2.61, 10.02]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [12]}, {'type': 'TertiaryAmine', 'indices': [5]}]","{'2.61': {'type': 'COOH', 'indices': [8]}, '10.02': {'type': 'TertiaryAmine', 'indices': [5]}}","[(8, 2.61), (5, 10.02)]"
CCCCCCSCC(O)=O,[3.65],"[{'type': 'COOH', 'indices': [9]}]","{'3.65': {'type': 'COOH', 'indices': [9]}}","[(9, 3.65)]"
Nc1cc2ccccc2cc1C(O)=O,"[2.41, 4.87]","[{'type': 'COOH', 'indices': [12]}, {'type': 'Aniline', 'indices': [0]}]","{'2.41': {'type': 'COOH', 'indices': [12]}, '4.87': {'type': 'Aniline', 'indices': [0]}}","[(12, 2.41), (0, 4.87)]"
CCOc1ccccc1[Se]CC(O)=O,[3.79],"[{'type': 'COOH', 'indices': [12]}]","{'3.79': {'type': 'COOH', 'indices': [12]}}","[(12, 3.79)]"
OC(=O)c1c(F)cccc1F,[2.24],"[{'type': 'COOH', 'indices': [0]}]","{'2.24': {'type': 'COOH', 'indices': [0]}}","[(0, 2.24)]"
CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.02, 7.86, 10.38]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.02': {'type': 'COOH', 'indices': [19]}, '7.86': {'type': 'PrimaryAmine', 'indices': [9]}, '10.38': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.02), (9, 7.86), (15, 10.38)]"
Nc1cccc(I)c1,[3.59],"[{'type': 'Aniline', 'indices': [0]}]","{'3.59': {'type': 'Aniline', 'indices': [0]}}","[(0, 3.59)]"
CC(C)N,[10.66],"[{'type': 'PrimaryAmine', 'indices': [3]}]","{'10.66': {'type': 'PrimaryAmine', 'indices': [3]}}","[(3, 10.66)]"
OC1=CC=C(C=CC1=O)C#N,[3.72],"[{'type': 'Phenol', 'indices': [0]}]","{'3.72': {'type': 'Phenol', 'indices': [0]}}","[(0, 3.72)]"
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,"[3.19, 8.06]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.19': {'type': 'COOH', 'indices': [13]}, '8.06': {'type': 'PrimaryAmine', 'indices': [11]}}","[(13, 3.19), (11, 8.06)]"
CCOC(=O)CCCCN,[10.15],"[{'type': 'PrimaryAmine', 'indices': [9]}]","{'10.15': {'type': 'PrimaryAmine', 'indices': [9]}}","[(9, 10.15)]"
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,"[2.61, 3.45, 8.31]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [14]}, {'type': 'Pyridine', 'indices': [16]}, {'type': 'TertiaryAmine', 'indices': [7]}]","{'2.61': {'type': 'COOH', 'indices': [10]}, '3.45': {'type': 'Pyridine', 'indices': [16]}, '8.31': {'type': 'TertiaryAmine', 'indices': [7]}}","[(10, 2.61), (16, 3.45), (7, 8.31)]"
O[P](O)(=O)C1CCCCN1,"[2.0, 5.74, 11.31]","[{'type': 'Phosphate', 'indices': [0]}, {'type': 'Phosphate', 'indices': [2]}, {'type': 'SecondaryAmine', 'indices': [9]}]","{'2.0': {'type': 'Phosphate', 'indices': [0]}, '5.74': {'type': 'Phosphate', 'indices': [2]}, '11.31': {'type': 'SecondaryAmine', 'indices': [9]}}","[(0, 2.0), (2, 5.74), (9, 11.31)]"
CC(=O)Oc1c(cccc1C(O)=O)C(O)=O,"[2.85, 3.8]","[{'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [14]}]","{'2.85': {'type': 'COOH', 'indices': [11]}, '3.8': {'type': 'COOH', 'indices': [14]}}","[(11, 2.85), (14, 3.8)]"
COC(=O)C(N)C(C)C,[7.48],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.48': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.48)]"
NCCNC(=O)C(=O)NCCN,"[8.39, 9.36]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'8.39': {'type': 'PrimaryAmine', 'indices': [0]}, '9.36': {'type': 'PrimaryAmine', 'indices': [11]}}","[(0, 8.39), (11, 9.36)]"
CCCOCC(O)=O,[3.59],"[{'type': 'COOH', 'indices': [6]}]","{'3.59': {'type': 'COOH', 'indices': [6]}}","[(6, 3.59)]"
Cc1cccc(CN)n1,"[3.08, 8.9]","[{'type': 'Pyridine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'3.08': {'type': 'Pyridine', 'indices': [8]}, '8.9': {'type': 'PrimaryAmine', 'indices': [7]}}","[(8, 3.08), (7, 8.9)]"
C1CCNC1,[11.35],"[{'type': 'SecondaryAmine', 'indices': [3]}]","{'11.35': {'type': 'SecondaryAmine', 'indices': [3]}}","[(3, 11.35)]"
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,[5.25],"[{'type': 'Phenol', 'indices': [0]}]","{'5.25': {'type': 'Phenol', 'indices': [0]}}","[(0, 5.25)]"
C[C@H](N)C(=O)N[C@@H](C)C(O)=O,"[3.27, 8.15]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.27': {'type': 'COOH', 'indices': [9]}, '8.15': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.27), (2, 8.15)]"
OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CS,"[3.43, 7.14, 8.7]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Thiol', 'indices': [14]}, {'type': 'Imidazole', 'indices': [9]}]","{'3.43': {'type': 'COOH', 'indices': [0]}, '7.14': {'type': 'Thiol', 'indices': [14]}, '8.7': {'type': 'Imidazole', 'indices': [9]}}","[(0, 3.43), (14, 7.14), (9, 8.7)]"
N[C@@H](Cc1ccccc1)C(O)=O,"[2.31, 9.21]","[{'type': 'COOH', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.31': {'type': 'COOH', 'indices': [10]}, '9.21': {'type': 'PrimaryAmine', 'indices': [0]}}","[(10, 2.31), (0, 9.21)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(O)=O,"[3.18, 7.73, 10.38]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.18': {'type': 'COOH', 'indices': [18]}, '7.73': {'type': 'PrimaryAmine', 'indices': [2]}, '10.38': {'type': 'PrimaryAmine', 'indices': [11]}}","[(18, 3.18), (2, 7.73), (11, 10.38)]"
OC(C(CC(O)=O)C(O)=O)C(O)=O,"[2.67, 4.01, 5.51]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [11]}]","{'2.67': {'type': 'COOH', 'indices': [5]}, '4.01': {'type': 'COOH', 'indices': [8]}, '5.51': {'type': 'COOH', 'indices': [11]}}","[(5, 2.67), (8, 4.01), (11, 5.51)]"
CSCC(O)=O,[3.63],"[{'type': 'COOH', 'indices': [4]}]","{'3.63': {'type': 'COOH', 'indices': [4]}}","[(4, 3.63)]"
OC(=O)c1ccc(Br)cc1C(O)=O,"[2.5, 4.6]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [11]}]","{'2.5': {'type': 'COOH', 'indices': [0]}, '4.6': {'type': 'COOH', 'indices': [11]}}","[(0, 2.5), (11, 4.6)]"
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,"[3.37, 7.86]","[{'type': 'COOH', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [18]}]","{'3.37': {'type': 'COOH', 'indices': [20]}, '7.86': {'type': 'PrimaryAmine', 'indices': [18]}}","[(20, 3.37), (18, 7.86)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.42, 7.64, 10.24]","[{'type': 'COOH', 'indices': [28]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.42': {'type': 'COOH', 'indices': [28]}, '7.64': {'type': 'PrimaryAmine', 'indices': [2]}, '10.24': {'type': 'PrimaryAmine', 'indices': [11]}}","[(28, 3.42), (2, 7.64), (11, 10.24)]"
OC(=O)CSc1ccc(cc1)C#N,[3.01],"[{'type': 'COOH', 'indices': [0]}]","{'3.01': {'type': 'COOH', 'indices': [0]}}","[(0, 3.01)]"
Cc1cc(C)c(NC(=O)CN(CC(O)=O)CC(O)=O)c(C)c1,"[2.19, 6.01]","[{'type': 'COOH', 'indices': [13]}, {'type': 'COOH', 'indices': [17]}, {'type': 'TertiaryAmine', 'indices': [10]}]","{'2.19': {'type': 'COOH', 'indices': [13]}, '6.01': {'type': 'COOH', 'indices': [17]}}","[(13, 2.19), (17, 6.01)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.28, 7.92]","[{'type': 'COOH', 'indices': [14]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.28': {'type': 'COOH', 'indices': [14]}, '7.92': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.28), (2, 7.92)]"
OC(=O)/C=C/c1ccccn1,"[2.83, 4.56]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [10]}]","{'2.83': {'type': 'Pyridine', 'indices': [10]}, '4.56': {'type': 'COOH', 'indices': [0]}}","[(10, 2.83), (0, 4.56)]"
c1ccc(nc1)c2ccncc2,[4.77],"[{'type': 'Pyridine', 'indices': [4]}, {'type': 'Pyridine', 'indices': [9]}]","{'4.77': {'type': 'Pyridine', 'indices': [4]}}","[(4, 4.77)]"
c1cncc(c1)c2ccncc2,[4.85],"[{'type': 'Pyridine', 'indices': [2]}, {'type': 'Pyridine', 'indices': [9]}]","{'4.85': {'type': 'Pyridine', 'indices': [2]}}","[(2, 4.85)]"
CNCCCNCCCNCCCNC,"[7.43, 8.89, 10.23, 10.95]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [5]}, {'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'SecondaryAmine', 'indices': [13]}]","{'7.43': {'type': 'SecondaryAmine', 'indices': [1]}, '8.89': {'type': 'SecondaryAmine', 'indices': [5]}, '10.23': {'type': 'SecondaryAmine', 'indices': [9]}, '10.95': {'type': 'SecondaryAmine', 'indices': [13]}}","[(1, 7.43), (5, 8.89), (9, 10.23), (13, 10.95)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"[3.09, 7.24, 9.82]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'SecondaryAmine', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [19]}]","{'3.09': {'type': 'COOH', 'indices': [22]}, '7.24': {'type': 'PrimaryAmine', 'indices': [0]}, '9.82': {'type': 'Phenol', 'indices': [7]}}","[(22, 3.09), (0, 7.24), (7, 9.82)]"
Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,"[1.81, 5.34]","[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [9]}]","{'1.81': {'type': 'SulfonicAcid', 'indices': [12]}, '5.34': {'type': 'Pyridine', 'indices': [9]}}","[(12, 1.81), (9, 5.34)]"
CC(=O)NCCN(CC(O)=O)CC(O)=O,"[1.9, 8.17]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [13]}, {'type': 'TertiaryAmine', 'indices': [6]}]","{'1.9': {'type': 'COOH', 'indices': [9]}, '8.17': {'type': 'TertiaryAmine', 'indices': [6]}}","[(9, 1.9), (6, 8.17)]"
CCCC(C(O)=O)C(O)=O,"[2.92, 5.65]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.92': {'type': 'COOH', 'indices': [5]}, '5.65': {'type': 'COOH', 'indices': [8]}}","[(5, 2.92), (8, 5.65)]"
Cn1ccnc1S,[11.58],"[{'type': 'Thiol', 'indices': [6]}, {'type': 'ImidazoleLike', 'indices': [1]}, {'type': 'ImidazoleLike', 'indices': [4]}]","{'11.58': {'type': 'ImidazoleLike', 'indices': [1]}}","[(1, 11.58)]"
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,"[3.33, 8.2]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [7]}]","{'3.33': {'type': 'COOH', 'indices': [13]}, '8.2': {'type': 'PrimaryAmine', 'indices': [7]}}","[(13, 3.33), (7, 8.2)]"
Cc1c(C)c2cccnc2c3ncccc13,[5.53],"[{'type': 'Pyridine', 'indices': [8]}, {'type': 'Pyridine', 'indices': [11]}]","{'5.53': {'type': 'Pyridine', 'indices': [8]}}","[(8, 5.53)]"
CC[C@H](C)[C@H](NC(=O)[C@H](N)CC(C)C)C(O)=O,"[3.06, 8.09]","[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.06': {'type': 'COOH', 'indices': [15]}, '8.09': {'type': 'PrimaryAmine', 'indices': [9]}}","[(15, 3.06), (9, 8.09)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,"[3.19, 7.86, 10.25]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.19': {'type': 'COOH', 'indices': [18]}, '7.86': {'type': 'PrimaryAmine', 'indices': [2]}, '10.25': {'type': 'PrimaryAmine', 'indices': [11]}}","[(18, 3.19), (2, 7.86), (11, 10.25)]"
NC(=O)NCCC(O)=O,[4.49],"[{'type': 'COOH', 'indices': [7]}]","{'4.49': {'type': 'COOH', 'indices': [7]}}","[(7, 4.49)]"
OC(=O)COCC(O)=O,"[2.85, 3.97]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'2.85': {'type': 'COOH', 'indices': [0]}, '3.97': {'type': 'COOH', 'indices': [7]}}","[(0, 2.85), (7, 3.97)]"
NC(=O)CCCCc1ccccn1,[5.73],"[{'type': 'Pyridine', 'indices': [12]}]","{'5.73': {'type': 'Pyridine', 'indices': [12]}}","[(12, 5.73)]"
OC(=O)CN(CC(O)=O)c1cccc(O)c1,"[2.54, 4.93, 11.0]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'Phenol', 'indices': [14]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.54': {'type': 'COOH', 'indices': [0]}, '4.93': {'type': 'COOH', 'indices': [7]}, '11.0': {'type': 'TertiaryAmine', 'indices': [4]}}","[(0, 2.54), (7, 4.93), (4, 11.0)]"
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"[3.33, 7.75]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.33': {'type': 'COOH', 'indices': [19]}, '7.75': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.33), (5, 7.75)]"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,"[2.97, 7.23, 9.69, 10.43, 11.21]","[{'type': 'COOH', 'indices': [26]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [24]}]","{'2.97': {'type': 'COOH', 'indices': [26]}, '7.23': {'type': 'PrimaryAmine', 'indices': [0]}, '9.69': {'type': 'PrimaryAmine', 'indices': [6]}, '10.43': {'type': 'PrimaryAmine', 'indices': [15]}, '11.21': {'type': 'PrimaryAmine', 'indices': [24]}}","[(26, 2.97), (0, 7.23), (6, 9.69), (15, 10.43), (24, 11.21)]"
CSc1ccc(cc1)C(O)=O,[3.9],"[{'type': 'COOH', 'indices': [9]}]","{'3.9': {'type': 'COOH', 'indices': [9]}}","[(9, 3.9)]"
CC(C)C(C#N)C(O)=O,[2.4],"[{'type': 'COOH', 'indices': [7]}]","{'2.4': {'type': 'COOH', 'indices': [7]}}","[(7, 2.4)]"
OC(=O)CCSCC(O)=O,"[3.42, 4.43]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'3.42': {'type': 'COOH', 'indices': [0]}, '4.43': {'type': 'COOH', 'indices': [8]}}","[(0, 3.42), (8, 4.43)]"
Cc1ccc(O)cc1,[10.06],"[{'type': 'Phenol', 'indices': [5]}]","{'10.06': {'type': 'Phenol', 'indices': [5]}}","[(5, 10.06)]"
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,"[3.33, 7.81]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.33': {'type': 'COOH', 'indices': [19]}, '7.81': {'type': 'PrimaryAmine', 'indices': [5]}}","[(19, 3.33), (5, 7.81)]"
OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,"[3.1, 7.0]","[{'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [17]}, {'type': 'TertiaryAmine', 'indices': [3]}]","{'3.1': {'type': 'COOH', 'indices': [14]}, '7.0': {'type': 'TertiaryAmine', 'indices': [3]}}","[(14, 3.1), (3, 7.0)]"
N[C@@H](CC[S](O)(=O)=O)C(O)=O,"[2.11, 8.93]","[{'type': 'SulfonicAcid', 'indices': [5]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.11': {'type': 'COOH', 'indices': [9]}, '8.93': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 2.11), (0, 8.93)]"
OC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1,"[3.27, 8.67]","[{'type': 'COOH', 'indices': [0]}, {'type': 'SecondaryAmine', 'indices': [19]}]","{'3.27': {'type': 'COOH', 'indices': [0]}, '8.67': {'type': 'SecondaryAmine', 'indices': [19]}}","[(0, 3.27), (19, 8.67)]"
OC(=O)c1occc1,[3.05],"[{'type': 'COOH', 'indices': [0]}]","{'3.05': {'type': 'COOH', 'indices': [0]}}","[(0, 3.05)]"
O=Cc1ccccn1,[3.84],"[{'type': 'Pyridine', 'indices': [7]}]","{'3.84': {'type': 'Pyridine', 'indices': [7]}}","[(7, 3.84)]"
Oc1c(cc(c2cccnc12)[S](O)(=O)=O)N=O,"[1.81, 5.52]","[{'type': 'SulfonicAcid', 'indices': [12]}, {'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [9]}]","{'1.81': {'type': 'SulfonicAcid', 'indices': [12]}, '5.52': {'type': 'Pyridine', 'indices': [9]}}","[(12, 1.81), (9, 5.52)]"
CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,"[3.4, 7.96]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [4]}]","{'3.4': {'type': 'COOH', 'indices': [13]}, '7.96': {'type': 'PrimaryAmine', 'indices': [4]}}","[(13, 3.4), (4, 7.96)]"
COc1cc(C)nc(C)c1,[8.04],"[{'type': 'Pyridine', 'indices': [6]}]","{'8.04': {'type': 'Pyridine (guess)', 'indices': [6]}}","[(6, 8.04)]"
NCCC(=O)NCCC(O)=O,"[3.95, 9.36]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.95': {'type': 'COOH', 'indices': [9]}, '9.36': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.95), (0, 9.36)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,"[3.16, 7.36, 10.09]","[{'type': 'COOH', 'indices': [22]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.16': {'type': 'COOH', 'indices': [22]}, '7.36': {'type': 'PrimaryAmine', 'indices': [0]}, '10.09': {'type': 'Phenol', 'indices': [7]}}","[(22, 3.16), (0, 7.36), (7, 10.09)]"
OC(=O)CC[Te]CCC(O)=O,"[3.92, 4.77]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}]","{'3.92': {'type': 'COOH', 'indices': [0]}, '4.77': {'type': 'COOH', 'indices': [9]}}","[(0, 3.92), (9, 4.77)]"
Cc1ccc2c(ccc(O)c2n1)[S](O)(=O)=O,"[4.63, 8.72]","[{'type': 'SulfonicAcid', 'indices': [13]}, {'type': 'Phenol', 'indices': [9]}, {'type': 'Pyridine', 'indices': [11]}]","{'4.63': {'type': 'Pyridine', 'indices': [11]}, '8.72': {'type': 'Phenol', 'indices': [9]}}","[(11, 4.63), (9, 8.72)]"
Oc1ccccc1CC=C,[10.27],"[{'type': 'Phenol', 'indices': [0]}]","{'10.27': {'type': 'Phenol', 'indices': [0]}}","[(0, 10.27)]"
OC(=O)C(=Cc1ccccc1)C(O)=O,"[2.11, 4.77]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [12]}]","{'2.11': {'type': 'COOH', 'indices': [0]}, '4.77': {'type': 'COOH', 'indices': [12]}}","[(0, 2.11), (12, 4.77)]"
NCC(=C)CN,"[8.33, 10.09]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'8.33': {'type': 'PrimaryAmine', 'indices': [0]}, '10.09': {'type': 'PrimaryAmine', 'indices': [5]}}","[(0, 8.33), (5, 10.09)]"
Oc1ccc(c(c1O)[N+]([O-])=O)[N+]([O-])=O,"[4.02, 8.24]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Phenol', 'indices': [7]}]","{'4.02': {'type': 'Phenol', 'indices': [0]}, '8.24': {'type': 'Phenol', 'indices': [7]}}","[(0, 4.02), (7, 8.24)]"
CC(C)C[C@H](NC(=O)CN)C(=O)NCC(O)=O,[7.95],"[{'type': 'COOH', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'7.95': {'type': 'PrimaryAmine', 'indices': [9]}}","[(9, 7.95)]"
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"[0.1, 4.23]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Phenol', 'indices': [6]}]","{'0.1': {'type': 'Phenol', 'indices': [0]}, '4.23': {'type': 'Phenol', 'indices': [6]}}","[(0, 0.1), (6, 4.23)]"
COC(=O)C[C@H](N)C([O-])=O,[8.5],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'8.5': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 8.5)]"
NC(CO)(CO)CO,[8.4],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'8.4': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 8.4)]"
OC(=O)c1cccc(n1)C(O)=O,"[2.11, 4.68]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'Pyridine', 'indices': [8]}]","{'2.11': {'type': 'COOH', 'indices': [0]}, '4.68': {'type': 'Pyridine', 'indices': [8]}}","[(0, 2.11), (8, 4.68)]"
OC1=C(O)C(=O)C1=O,"[0.65, 3.06]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Phenol', 'indices': [3]}]","{'0.65': {'type': 'Phenol', 'indices': [0]}, '3.06': {'type': 'Phenol', 'indices': [3]}}","[(0, 0.65), (3, 3.06)]"
OC(CC(O)=O)C(O)=O,"[3.25, 4.67]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}]","{'3.25': {'type': 'COOH', 'indices': [4]}, '4.67': {'type': 'COOH', 'indices': [7]}}","[(4, 3.25), (7, 4.67)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,"[8.43, 9.98]","[{'type': 'COOH', 'indices': [26]}, {'type': 'Phenol', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'8.43': {'type': 'Phenol', 'indices': [22]}, '9.98': {'type': 'PrimaryAmine', 'indices': [0]}}","[(22, 8.43), (0, 9.98)]"
OC1=C(Br)C=CC=CC1=O,[5.14],"[{'type': 'Phenol', 'indices': [0]}]","{'5.14': {'type': 'Phenol', 'indices': [0]}}","[(0, 5.14)]"
CC1=C(O)C(=O)C=CO1,[8.55],"[{'type': 'Phenol', 'indices': [3]}]","{'8.55': {'type': 'Phenol', 'indices': [3]}}","[(3, 8.55)]"
CCCCC(C(O)=O)C(O)=O,"[2.87, 5.55]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}]","{'2.87': {'type': 'COOH', 'indices': [6]}, '5.55': {'type': 'COOH', 'indices': [9]}}","[(6, 2.87), (9, 5.55)]"
Oc1ccc(cc1Br)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(Br)c4,[6.14],"[{'type': 'Phenol', 'indices': [0]}, {'type': 'Phenol', 'indices': [23]}]","{'6.14': {'type': 'Phenol', 'indices': [0]}}","[(0, 6.14)]"
OC(=O)CCc1ccccn1,"[3.67, 5.97]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Pyridine', 'indices': [10]}]","{'3.67': {'type': 'Pyridine', 'indices': [10]}, '5.97': {'type': 'COOH', 'indices': [0]}}","[(10, 3.67), (0, 5.97)]"
OC(=O)c1cccc(c1)[N+]([O-])=O,[3.36],"[{'type': 'COOH', 'indices': [0]}]","{'3.36': {'type': 'COOH', 'indices': [0]}}","[(0, 3.36)]"
COC(=O)CCN,[9.17],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'9.17': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 9.17)]"
OC(=O)[C@@H]1CCC(=O)N1,[3.1],"[{'type': 'COOH', 'indices': [0]}]","{'3.1': {'type': 'COOH', 'indices': [0]}}","[(0, 3.1)]"
COc1cccc(O)c1,[9.65],"[{'type': 'Phenol', 'indices': [7]}]","{'9.65': {'type': 'Phenol', 'indices': [7]}}","[(7, 9.65)]"
CNCc1[nH]cc(c1)[S](O)(=O)=O,[9.58],"[{'type': 'SulfonicAcid', 'indices': [9]}, {'type': 'SecondaryAmine', 'indices': [1]}]","{'9.58': {'type': 'SecondaryAmine', 'indices': [1]}}","[(1, 9.58)]"
Cc1ccc2ccc3cccnc3c2n1,[5.3],"[{'type': 'Pyridine', 'indices': [14]}, {'type': 'Pyridine', 'indices': [11]}]","{'5.3': {'type': 'Pyridine', 'indices': [14]}}","[(14, 5.3)]"
